review,classification
"I got this top in white and absolutely love it. the top can be tucked in or worn out, it is very elegant and will go well with skirts as well as pants and even jeans. can't wait to wear it.",good
"I never buy shorter shorts, my legs are so muscular that most are unflattering, but these were actually ok. they didn't look loose like the model, but hit a nice spot on the leg, and they have enough stretch to fit me nicely. i even bought the white color... unheard of! i weigh 115 lbs, all legs...",good
This top is just amazing. it does run large so size down but fit and feel is wonderful especially if you would like to hide some lumps and bumps this is the perfect top.,good
"Love the length, cut, & placement of pockets. the stretch has positive & negative consequences, though. minuses: easily wrinkled, grow 2 sizes within the day. pluses: comfy, bendy, they're designed to be more of an active short, so the wrinkles & give are quite fine (they only stretch in unnoticeable areas). if we're to repurchase, i'd size down--but i love the bright color  & comfort so much i'm keeping these as is. (i'm a 6-8, should have purchased the 27's.)",good
I see many uses for this sweater. it is so whimsical. i love it!,good
These are a great casual workday pant. the loose fit and light weight material makes it a great summer option.,good
I originally got this for myself but it was just a little bit more snug than i liked. i ended up giving it to my daughter. it fits her nicely and she wore it to her holiday party at work and it was a hit!!,good
"This sweater is so well made and uniquely designed. one of the main reasons i love retailer is for how toy make wool sweaters, timeless, affordable, and versatile.

worth the money!",good
Easy to take this dress from casual to dressy! super comfortable and cute!,good
"Love love love! i'm 5'8"", 122 lbs, 34b, and have an athletic frame (fairly narrow hips) and i bought an xs (in red.) usually i am a s with retailer for dresses (although occasionally a m for slimmer dresses), but i found that the top part of this dress required me to size down to an xs as the low back-design of the dress fit too loosely with the size s--it hung so that it showed my bra straps and the sleeves were a tad baggy under the arms, showing about 2"" of bra underneath. my guess is that if y",good
"I love this blouse. the color is so pretty! i might even wear this to a holiday party. the tie looks great so many ways--love the versatility. i think i will get a lot of wear out of this blouse--with a pencil skirt, jeans or under a blazer.",good
"I love this top so much. i dare say it is one of my favorite retailer purchases to date. i got it in the blue and it is really magical! i get compliments every time i wear it. i have a pair of dressier black leggings that i never know what to wear with, i'm not really a leggings person. but this tunic is exactly the piece! plus, this tunic comes with pockets. what's better than that??!",good
,good
"The blush stripes are subtle but they definitely give elongating effect to your legs.

very comfortable pair of crop pants but my calves are definitely feeling tight in there!",good
"These jeans are awesome! i usually wear a 26 in ag jeans as they tend to stretch, but i ordered a 27p because i am only 5'1 and these are a flare style. i have a small waist but a larger booty, and these jeans hug me in all the right places. they also have a great dark color and are super classy so you can dress them up if need be. the only thing i didn't like was the length. even with the petite size i have to wear wedges so they don't drag on the ground. but, this is an issue i have with most",good
This sweater is thicker than some of the other cashmere sweaters i purchased at retailer this year. it is made with high quality cashmere as it is extremely soft. i wouldn't describe it as chunky or bulky though. it's probably made of at least 2 or maybe even 3 ply cashmere. the sleeves do run slightly short. i purchased the xs and it fits my petite frame perfectly! grab it while you can! it's so luxurious & super warm for the winter.,good
Love this dress in the orange print! i do agree with one reviewer who said the high neck is bothersome--it is! but i'm willing to overlook that because it is the style of this dress. and it is adorable! easy and comfortable to wear--and i just love the orange pattern print! took my usual size!,good
"I'm so glad i saw this pretty dress on sale as my eye overlooked when it was introduced. i have to agree with the previous reviewer that the zipper on this adorable dress is yucky to grab and zip. i also wish there were pockets but it's not a deal breaker. perfect dress for autumn/winter especially with a thin layer to wear underneath as the armholes are cut a bit large, showing my side boob and bra. i had to go two sizes up because 10p was sold out. skirt profile looks a little too wide, so i'l",good
"This dress might be the most comfortable article of clothing i own, especially for the hot summers. it is attractively loose, and so light that you barely feel like you are wearing it. love it!",good
"I loved this dress and wanted to use it for work. i read the reviews and saw all the issues with the slip and was nervous, but i tried it anyway and figured i could use another plain black slip i have if the one with the dress didn't fit. i'm really happy i did because it's a gorgeous dress. you just may need to wear a different black slip with it (i did). if you already have one, it's no additional hassle or cost and the dress is really unique. it's the perfect comfortable but stylish dress for",good
"Great, rather heavyweight, long cardi. i purchased the blue, which is a lovely shade of gray/blue, not quite as bright as the picture depicts. pin is adorable; doubt i'll ever use it to close the sweater, but still a nice touch. for reference i'm 5'5"", 136 lbs, 34ddd and typically fall between size small and medium. took a medium in this one and glad i did. perfect fit. falls exactly like on the model.",good
"I love lace dresses and this one is no exception. great construction and color. i paired the dress with a plum colored blazer and i really was pleased at how well it all went together. i'm about 5'8"" and 170 i'm normally an 8 or 10 at retailer, my 8 fits great and is not tight at all, so i'm thinking it may run a tad bit big.",good
"This skirt is flattering and so soft. i've worn it once, and while it did keep feeling like a scandalous slit, i just had to keep reminding myself of the awesome inner skirt. i gave a 4 instead of 5 because my elastic seems to roll ever so slightly in front so that the pleats don't hang flat, and also a little bit of stitching on the outside was loose. since it's nothing that will unravel the whole thing, i'm not too worried about it.",good
"I love ag for their soft, stretchy denim and flattering fit. bought these today and couldn't be happier! i usually order stevies in the petite ankle size, but the ""regular"" capri length fit perfectly skimmed my ankle.",good
"Just bought this at the store. just to be safe, i thought i would try it on before ordering just to confirm the size. that was a good idea. ( i am a 38b, 5'9"", and have variable results with trying to order with the size charts.) the large looked nice but was slightly too large in the chest. when directly compared to the medium, it seems the major difference is the length-- the large was > 1"" longer than the medium. i did not find either to be itchy and the construction seems totally ok.",good
"Love the detail, quality of make and fabric, comfort.  i've been looking for a top like this.  expect that it  will wash fine. it's not see through and i always wear a nude bra.  got xs in white and it fits well, not too loose and billowy.  i'm 5'2"", 115#. highly recommend.",good
"This dress has been on retailer's site for a while now (years?) and i finally grabbed one during a recent member sale. i can't believe i waited so long! it's so gorgeous on - classy but still distinctly sexy. i'm 5'10"" 160# and the size 8 fits great - definitely fitted through the hips and thighs and roomy enough on top i considered taking it in. beautiful dress overall!",good
"Aaaaaaamazing tunic, it was love at first sight and the detail is spot on. the total weight is heavier than expected but that is due to the impeccable quality of the top.",good
"I purchased this in the mauve color. beautiful color with tan skin for the summer, but also perfect for fall. the material is very thin but not sheer at all. has quite a bit of drape/swing to it so i sized up to make sure it was long enough. it fits me like it fits the model shown here. i am about 5'4"" 115lbs and 32b and am keeping the small.",good
The cut is wonderful and the fabric is soft and flowy. it is pretty sheer so a slip is recommended. i wish this dress had a lining like some other dresses i've gotten at retailer.,good
This blouse is perfect for a summer afternoon. it;s very light and the v neck back on it is super cute. the coloring is amazing. it's hard to find anything with those two colors incorporated. looks perfect with jeans or shorts and can be dressed up or dressed down. i am a solid 12 in everything...tops and bottoms and this shirt was no differemt. i like it a little loose so i went with my normal size but i am sure i could have gone down to a 10 as well. don't pass this up. it's a lovely lovely to,good
I loved this top from first sight and finally bought it this week. i am usually a six or a small. the small was so tight on the top that the ruffle rolled up across my chest. i ended up with a medium.,good
"Adorable skirt but fit is definitely too tight like the other reviews before me 
 i am super petite 4 11 105 pounds the double zero and zero were just a little tight for me and a little too long ( both could fit around my waist which is a 24 but high waisted and tight not a fit around the hips)
 if  the length had been above the knee i might have kept  the zero but they were both returned 
 great skirt in the theory  with the wrong  waste fit and length",good
I bought this b/c it looked exactly my style and i was right! i've worn this once and it is so comfortable and the fit is great. i can see this being a shirt i wear again and again all summer. i bought the black and am thinking about buying the peachy-plaid color...,good
"Wow, that dress is short... at least, the epite was, not falttering on muscular thighs... perhaps a regualr size on that one would work, but the bodice was a perfect fit, so not sure there... i decided not to try it on, as i figured this dress is very seasonal, and trendy. otherwise, if you ahve the money to spare and leaner legs,i would recommend it. the cut was actualyl flattering otherwise, i didn't have bunching issues like others, and my 30dd boobs fit in the 0p. color and pattern are prett",neutral
Cute design for a casual top. however it was a little snug on the bust for a medium. i returned it,neutral
I purchased these in large which is normally my size on bottom. they are a little roomy and the waist is so high on me that i am going to tack the waist down. they are ok. good quality but not the best pants in the world.,neutral
"I ordered this attractive top in my usual size and tried it on with great anticipation. it fit perfectly except across the shoulders, a problem i haven't encountered before. i've tried it on twice more (do i hope my shoulders will shrink?), only to see that it pulls across the top of the back as before. otherwise, it is so pretty and flattering that i'll be truly sad to send it back.",neutral
"Love the style, weight (not too hot) and look but it sheds all over any pants other than jeans. i also wore a white tank under it and it stained it blue. very disappointed",neutral
"I love this top and the beading is beautiful, but just like everyone else, it was way too large. i normally wear a lg, but the large looks and feels like a 3xl. beautiful but large",neutral
"This dress is beautiful. very vibrant and rich looking...however, after wearing it to work the back of the dress was completely stretched out from sitting in my office chair. when i stood up a little bubble remained around my butt. not attractive. i wanted to love it but it's going back.",neutral
"I followed the advice of other reviewers and sized down. however, the jacket was still too large. it fit fine in the arms but the body/width of the jacket was huge. also i found the wool material to be extremely itchy. it might work if you are layering it over long sleeves but still make sure to size down at least one or maybe even two sizes.",neutral
The top is gorgeous and bohemian like with a loose fit. the top arrived with a small black stain and some of the lace already ripped. it might be too delicate for me to even exchange for another and wear. i am going to have to return it.,neutral
"I ordered this in the blue, it's a beautiful shade of blue. love the lace up detail in the back, but the size small was just short and very wide. i understand it is a swing top, but this was not flattering on me. i'm short waisted, 34-d, 5'3, 125 lbs.  i'm sure it would be cute on a very thin person.",neutral
The top as with most of ap's tops is well stitched. material is very uncomfortable. if you have large bust it is a little divulging. this may prompt you to wear something underneath to look modest and change the shape of the top!,neutral
"Wow was this top huge on me! i am usually a large, but lean towards xl when things don't have stretch. i sized up out of fear that my bust couldn't squeeze into a large (36dd) and i didn't want the buttons in the back to gape. when i took this out of the package (i purchased the blue) i knew right away it was way too big. looked like it could fit my husband. the sides poofed out so far, i looked ridiculous (if you look at the photos, the model is trying very hard to control the poofiness with he",neutral
"This very lightweight cardigan looked like an eggplant color online. it's brown with a hint of burgandy. not bad, but unexpected. i am very short -waisted, and this lies very high on my torso. the seams are unfinished, and it looks cheaply made. glad i got this on sale.",neutral
"Beautiful fabric, but the fit was off. the picture makes the dress appear fitted than it actually is. the belt is definitely needed, but would leave a lot of fabric in the back of the dress giving it a less than tailored look. 

also, the arms and the top portion are a tad small, so if you have a larger bust/arms, this dress may be tricky. i am a 34b and the button in the xxsp was puckering a bit.i was really looking forward to this one for fall, but was no way for me to make it work.",neutral
"I believe that this sweater is by moth and not knitted and knotted as noted in the description. for me, this tunic was just ok. i didn't think that the quality was great and it just didn't wow me, especially at this price point.",neutral
I love the look of this dress and i love the way it is cut. the one thing i do not love is the thickness of the material. it is just too much for a summer dress. it just felt heavy and hot. i still love this brand so i am hopeful for a few more great options to come out before summer is over.,neutral
I absolutely adore this skirt! sadly it was a lot of skirt for me- i'm 5 feet nothing and it would have been too much fabric to hem. wish this skirt came in a petite size. great color and a fun option for the fall wedding season!,neutral
"Beautiful sweater dress. nice texture gorgeous pattern. however not for my body type! i'm 5'5"", a size 12-14 and i carry my weight in hips butt & tummy area. this dress is only slightly a line, almost straight and even the xl didn't look flattering on me. and the arms are definitely smaller and weird too-there is bunching in the pit area. i tried on a large for comparison and it was too tight all over and there was a button missing too. this def. runs small and i think will be flattering on the",neutral
"Picked this up in the store today, but didn't try it on first. it is even more gorgeous in person than the photo, but sadly this did not work for me when i got it home to try on. there is wonderful detailing, but somehow the bulky knit fit was just not flattering on. i think it is the thick knit and slightly shorter length. the knit was bulking up in all the wrong places and visually added about 10l bs to my frame. such a shame---really wanted to keep this beautiful sweater but it just did not l",neutral
